句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰见志,花开花落,deepseek-3.2-thinking,沁园春,白玉兰吟,花落花开,0.9943,0.5000,0.4943
deepseek-3.2-thinking,沁园春,白玉兰吟,花落花开,deepseek-3.2-thinking,沁园春,玉兰春醒,花开花落,0.9943,0.5000,0.4943
deepseek-3.2-thinking,沁园春,白玉兰吟,花落花开,deepseek-3.2-thinking,沁园春,见玉兰有感,花开花落,0.9943,0.5000,0.4943
deepseek-3.2-thinking,沁园春,白玉兰吟,云舒云卷,deepseek-3.2-thinking,沁园春,白玉兰下重拾志,云卷云舒,0.9941,0.5000,0.4941
deepseek-3.2-thinking,沁园春,见玉兰有感,云舒云卷,deepseek-3.2-thinking,沁园春,白玉兰下重拾志,云卷云舒,0.9941,0.5000,0.4941
deepseek-3.2-thinking,沁园春,玉兰感怀,云舒云卷,deepseek-3.2-thinking,沁园春,白玉兰下重拾志,云卷云舒,0.9941,0.5000,0.4941
deepseek-3.2-thinking,沁园春,白玉兰下重拾志,云卷云舒,deepseek-3.2-thinking,沁园春,玉兰新悟,云舒云卷,0.9941,0.5000,0.4941
deepseek-3.2-thinking,沁园春,白玉兰下重拾志,云卷云舒,deepseek-3.2-thinking,沁园春,见玉兰有感,云舒云卷,0.9941,0.5000,0.4941
deepseek-3.2-thinking,沁园春,白玉兰下重拾志,云卷云舒,deepseek-3.2-thinking,沁园春,玉兰吟,云舒云卷,0.9941,0.5000,0.4941
doubao-seed-2.0-pro,沁园春,校中观玉兰有感,爱冰肤凝雪,doubao-seed-2.0-pro,沁园春,春日见玉兰作,看冰肌凝玉,0.8940,0.4000,0.4940
qwen3.6-plus,沁园春,玉兰见春,素萼迎阳破晓寒,qwen3.6-plus,沁园春,玉兰偶悟,破萼迎风,0.8576,0.3636,0.4940
qwen3.6-plus,沁园春,白玉兰下偶成,繁华不借东风,qwen3.6-plus,沁园春,观玉兰有怀,不借繁华,0.8938,0.4000,0.4938
deepseek-3.2-thinking,沁园春,玉兰新悟,正冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰感遇,念冰肌傲雪,0.8934,0.4000,0.4934
deepseek-3.2-thinking,沁园春,玉兰感遇,念冰肌傲雪,qwen3.6-plus,沁园春,见白玉兰有感,正冰肌玉骨,0.8934,0.4000,0.4934
deepseek-3.2-thinking,沁园春,玉兰感遇,念冰肌傲雪,qwen3.6-plus,沁园春,庭前玉兰有感,正冰肌玉骨,0.8934,0.4000,0.4934
doubao-seed-2.0-pro,沁园春,檐下见玉兰作,看冰姿玉骨,deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,0.9378,0.4444,0.4934
deepseek-3.2-thinking,沁园春,玉兰吟,心旷神怡,deepseek-3.2-thinking,沁园春,玉兰新开,神怡心旷,0.9932,0.5000,0.4932
deepseek-3.2-thinking,沁园春,玉兰见志,心旷神怡,deepseek-3.2-thinking,沁园春,玉兰新开,神怡心旷,0.9932,0.5000,0.4932
deepseek-3.2-thinking,沁园春,见玉兰有感,心旷神怡,deepseek-3.2-thinking,沁园春,玉兰新开,神怡心旷,0.9932,0.5000,0.4932
deepseek-3.2-thinking,沁园春,白玉兰悟,心旷神怡,deepseek-3.2-thinking,沁园春,玉兰新开,神怡心旷,0.9932,0.5000,0.4932
doubao-seed-2.0-pro,沁园春,春暮见玉兰感作,冰心皎皎,qwen3.6-plus,沁园春,玉兰有感,皎皎冰心,0.9931,0.5000,0.4931
doubao-seed-2.0-pro,沁园春,寓阶见玉兰花作,讶冰肌雪魄,deepseek-3.2-thinking,沁园春,玉兰新悟,正冰肌玉骨,0.8929,0.4000,0.4929
doubao-seed-2.0-pro,沁园春,寓阶见玉兰花作,讶冰肌雪魄,qwen3.6-plus,沁园春,见白玉兰有感,正冰肌玉骨,0.8929,0.4000,0.4929
doubao-seed-2.0-pro,沁园春,寓阶见玉兰花作,讶冰肌雪魄,qwen3.6-plus,沁园春,庭前玉兰有感,正冰肌玉骨,0.8929,0.4000,0.4929
doubao-seed-2.0-pro,沁园春,校中观玉兰有作,纵雨侵霜压,doubao-seed-2.0-pro,沁园春,檐下见玉兰感作,纵霜欺雨打,0.8929,0.4000,0.4929
doubao-seed-2.0-pro,沁园春,校中观玉兰有作,纵雨侵霜压,doubao-seed-2.0-pro,沁园春,校园见玉兰有感,纵霜欺雨打,0.8929,0.4000,0.4929
doubao-seed-2.0-pro,沁园春,校中观玉兰有作,纵雨侵霜压,doubao-seed-2.0-pro,沁园春,庭中见玉兰感作,纵霜欺雨打,0.8929,0.4000,0.4929
deepseek-3.2-thinking,沁园春,白玉兰下重拾志,花开花谢,deepseek-3.2-thinking,沁园春,见玉兰有感,花谢花开,0.9928,0.5000,0.4928
deepseek-3.2-thinking,沁园春,白玉兰下重拾志,花开花谢,deepseek-3.2-thinking,沁园春,玉兰感怀,花谢花开,0.9928,0.5000,0.4928
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰感遇,念冰肌傲雪,0.8926,0.4000,0.4926
deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,qwen3.6-plus,沁园春,见玉兰有作,叹冰肌雪骨,0.8925,0.4000,0.4925
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,有冰蕤破萼,doubao-seed-2.0-pro,沁园春,校园观玉兰感怀,见冰蕤绽雪,0.8923,0.4000,0.4923
doubao-seed-2.0-pro,沁园春,校园观玉兰感怀,见冰蕤绽雪,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,有冰蕤破萼,0.8923,0.4000,0.4923
doubao-seed-2.0-pro,沁园春,校园观玉兰感怀,见冰蕤绽雪,doubao-seed-2.0-pro,沁园春,春日见玉兰偶作,有冰蕤破萼,0.8923,0.4000,0.4923
qwen3.6-plus,沁园春,玉兰启思,雪魄冰姿立野塘,qwen3.6-plus,沁园春,春庭玉兰偶得,霜姿雪魄,0.8556,0.3636,0.4919
doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,天然玉骨冰清,qwen3.6-plus,沁园春,白玉兰偶感,玉骨天然,0.8917,0.4000,0.4917
deepseek-3.2-thinking,沁园春,见玉兰有感,素雪琼枝映日光,deepseek-3.2-thinking,沁园春,玉兰吟,日映琼枝,0.8552,0.3636,0.4916
qwen3.6-plus,沁园春,玉兰偶悟,闲阶独步徐旋,qwen3.6-plus,沁园春,庭前玉兰初绽有感,独步闲庭,0.8915,0.4000,0.4915
deepseek-3.2-thinking,沁园春,玉兰新悟,琼枝素蕊,deepseek-3.2-thinking,沁园春,见玉兰有感,素蕊琼枝映日芳,0.8548,0.3636,0.4912
deepseek-3.2-thinking,沁园春,见玉兰有感,素蕊琼枝映日芳,deepseek-3.2-thinking,沁园春,白玉兰吟,琼枝素蕊,0.8548,0.3636,0.4912
doubao-seed-2.0-pro,沁园春,寓所见玉兰花感作,琼苞万朵,doubao-seed-2.0-pro,沁园春,校园见玉兰花感作,万朵琼葩压雪明,0.8547,0.3636,0.4910
doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,天然玉骨冰清,qwen3.6-plus,沁园春,见玉兰有怀,觉冰肌玉骨,0.8542,0.3636,0.4905
deepseek-3.2-thinking,沁园春,见玉兰有感,素蕊琼枝映日芳,deepseek-3.2-thinking,沁园春,玉兰吟,日映琼枝,0.8540,0.3636,0.4904
deepseek-3.2-thinking,沁园春,遇玉兰有感,念冰姿傲骨,deepseek-3.2-thinking,沁园春,见玉兰有感,悟冰姿玉质,0.8904,0.4000,0.4904
deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,看清姿玉质,0.8903,0.4000,0.4903
doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
doubao-seed-2.0-pro,沁园春,校园见玉兰有感,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰新悟,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰感赋,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰感赋,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰春感,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰新赋,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰新悟,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,见玉兰有感,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,白玉兰赋,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,见玉兰有感,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰吟,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰新悟,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰悟,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,白玉兰感赋,看冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,deepseek-3.2-thinking,沁园春,白玉兰春感,看冰肌玉骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,deepseek-3.2-thinking,沁园春,见白玉兰有感,看冰肌玉骨,0.9347,0.4444,0.4902
deepseek-3.2-thinking,沁园春,白玉兰吟,正玉树琼葩映日光,deepseek-3.2-thinking,沁园春,见玉兰有感,正素萼银苞映日辉,0.8652,0.3750,0.4902
deepseek-3.2-thinking,沁园春,玉兰赋,想冰心玉质,deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,0.9344,0.4444,0.4900
deepseek-3.2-thinking,沁园春,玉兰赋,想冰心玉质,deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,0.9344,0.4444,0.4900
deepseek-3.2-thinking,沁园春,玉兰赋,想冰心玉质,deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,0.9344,0.4444,0.4900
deepseek-3.2-thinking,沁园春,玉兰赋,想冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,0.9344,0.4444,0.4900
deepseek-3.2-thinking,沁园春,玉兰赋,想冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.9344,0.4444,0.4900
doubao-seed-2.0-pro,沁园春,校苑见玉兰作,风摧雨打,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,雨打风摧,0.9897,0.5000,0.4897
doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,雨打风摧,deepseek-3.2-thinking,沁园春,玉兰新赋,风摧雨打,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰吟,凌霜傲雪,deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰春感,凌霜傲雪,deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰吟,凌霜傲雪,deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,白玉兰感怀,凌霜傲雪,deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰初绽,凌霜傲雪,deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,见玉兰有感,凌霜傲雪,deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,deepseek-3.2-thinking,沁园春,见玉兰有感,凌霜傲雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,deepseek-3.2-thinking,沁园春,白玉兰感赋,凌霜傲雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,deepseek-3.2-thinking,沁园春,白玉兰感怀,凌霜傲雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,deepseek-3.2-thinking,沁园春,玉兰,凌霜傲雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,deepseek-3.2-thinking,沁园春,玉兰醒梦,凌霜傲雪,0.9897,0.5000,0.4897
deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,qwen3.6-plus,沁园春,玉兰见志,凌霜傲雪,0.9897,0.5000,0.4897
qwen3.6-plus,沁园春,玉兰有感,冰姿玉骨天成,qwen3.6-plus,沁园春,见玉兰有作,叹冰肌雪骨,0.8533,0.3636,0.4896
deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰心玉质,0.9339,0.4444,0.4894
deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰心玉质,0.9339,0.4444,0.4894
deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰心玉质,0.9339,0.4444,0.4894
deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰心玉质,0.9339,0.4444,0.4894
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.9339,0.4444,0.4894
doubao-seed-2.0-pro,沁园春,校园见玉兰有感,云开雾散,deepseek-3.2-thinking,沁园春,遇玉兰有感,雾散云开,0.9894,0.5000,0.4894
doubao-seed-2.0-pro,沁园春,阶前见玉兰花作,云开雾散,deepseek-3.2-thinking,沁园春,遇玉兰有感,雾散云开,0.9894,0.5000,0.4894
doubao-seed-2.0-pro,沁园春,校园见玉兰花作,云开雾散,deepseek-3.2-thinking,沁园春,遇玉兰有感,雾散云开,0.9894,0.5000,0.4894
doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,云开雾散,deepseek-3.2-thinking,沁园春,遇玉兰有感,雾散云开,0.9894,0.5000,0.4894
doubao-seed-2.0-pro,沁园春,校园见玉兰花感作,云开雾散,deepseek-3.2-thinking,沁园春,遇玉兰有感,雾散云开,0.9894,0.5000,0.4894
deepseek-3.2-thinking,沁园春,白玉兰咏,云开雾散,deepseek-3.2-thinking,沁园春,遇玉兰有感,雾散云开,0.9894,0.5000,0.4894
deepseek-3.2-thinking,沁园春,遇玉兰有感,雾散云开,qwen3.6-plus,沁园春,见玉兰有感,云开雾散,0.9894,0.5000,0.4894
deepseek-3.2-thinking,沁园春,玉兰新悟,正冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.9335,0.4444,0.4891
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,qwen3.6-plus,沁园春,见白玉兰有感,正冰肌玉骨,0.9335,0.4444,0.4891
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,qwen3.6-plus,沁园春,庭前玉兰有感,正冰肌玉骨,0.9335,0.4444,0.4891
deepseek-3.2-thinking,沁园春,白玉兰前作,铅华洗净,deepseek-3.2-thinking,沁园春,玉兰新悟,洗净铅华,0.9890,0.5000,0.4890
deepseek-3.2-thinking,沁园春,白玉兰前作,铅华洗净,deepseek-3.2-thinking,沁园春,玉兰赋,洗净铅华,0.9890,0.5000,0.4890
deepseek-3.2-thinking,沁园春,白玉兰前作,铅华洗净,deepseek-3.2-thinking,沁园春,玉兰新悟,洗净铅华,0.9890,0.5000,0.4890
doubao-seed-2.0-pro,沁园春,校苑见玉兰作,纵霜欺露压,deepseek-3.2-thinking,沁园春,见玉兰有感,任霜侵雪压,0.8889,0.4000,0.4889
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,玉兰新悟,念冰姿玉骨,0.9333,0.4444,0.4889
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,玉兰,念冰姿玉骨,0.9333,0.4444,0.4889
deepseek-3.2-thinking,沁园春,玉兰新悟,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
deepseek-3.2-thinking,沁园春,玉兰新赋,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
deepseek-3.2-thinking,沁园春,玉兰新悟,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
deepseek-3.2-thinking,沁园春,见玉兰有感,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
deepseek-3.2-thinking,沁园春,见玉兰有感,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
deepseek-3.2-thinking,沁园春,见玉兰有感,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
deepseek-3.2-thinking,沁园春,白玉兰感怀,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
deepseek-3.2-thinking,沁园春,玉兰感怀,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
deepseek-3.2-thinking,沁园春,玉兰新悟,清香淡雅,deepseek-3.2-thinking,沁园春,玉兰新悟,淡雅清香,0.9889,0.5000,0.4889
doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,洗尽尘忧,deepseek-3.2-thinking,沁园春,见玉兰有感,涤尽尘嚣万古愁,0.8523,0.3636,0.4887
deepseek-3.2-thinking,沁园春,白玉兰下重拾志,岁月蹉跎,deepseek-3.2-thinking,沁园春,见玉兰有感,蹉跎岁月,0.9886,0.5000,0.4886
deepseek-3.2-thinking,沁园春,春日见玉兰感怀,岁月蹉跎,deepseek-3.2-thinking,沁园春,见玉兰有感,蹉跎岁月,0.9886,0.5000,0.4886
deepseek-3.2-thinking,沁园春,白玉兰感遇,岁月蹉跎,deepseek-3.2-thinking,沁园春,见玉兰有感,蹉跎岁月,0.9886,0.5000,0.4886
deepseek-3.2-thinking,沁园春,见玉兰有感,蹉跎岁月,deepseek-3.2-thinking,沁园春,玉兰春咏,岁月蹉跎,0.9886,0.5000,0.4886
deepseek-3.2-thinking,沁园春,见玉兰有感,蹉跎岁月,qwen3.6-plus,沁园春,见玉兰有感,岁月蹉跎,0.9886,0.5000,0.4886
deepseek-3.2-thinking,沁园春,遇玉兰有感,忽观玉树琼葩,qwen3.6-plus,沁园春,咏玉兰,忽睹琼英树,0.8521,0.3636,0.4885
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.9328,0.4444,0.4884
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.9328,0.4444,0.4884
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.9328,0.4444,0.4884
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.9328,0.4444,0.4884
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.9328,0.4444,0.4884
deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.9328,0.4444,0.4884
deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.9328,0.4444,0.4884
deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9328,0.4444,0.4884
deepseek-3.2-thinking,沁园春,玉兰见志,素影摇风,qwen3.6-plus,沁园春,玉兰照夜,任风摇素影,0.9327,0.4444,0.4883
deepseek-3.2-thinking,沁园春,玉兰感怀,素影摇风,qwen3.6-plus,沁园春,玉兰照夜,任风摇素影,0.9327,0.4444,0.4883
doubao-seed-2.0-pro,沁园春,阶前见玉兰花作,纵雨打风摧,deepseek-3.2-thinking,沁园春,玉兰春醒,任雨摧风虐,0.8882,0.4000,0.4882
deepseek-3.2-thinking,沁园春,玉兰感怀,物外超然,deepseek-3.2-thinking,沁园春,玉兰春感,超然物外,0.9882,0.5000,0.4882
deepseek-3.2-thinking,沁园春,玉兰感怀,物外超然,deepseek-3.2-thinking,沁园春,白玉兰感赋,超然物外,0.9882,0.5000,0.4882
deepseek-3.2-thinking,沁园春,玉兰感怀,物外超然,deepseek-3.2-thinking,沁园春,玉兰赋,超然物外,0.9882,0.5000,0.4882
deepseek-3.2-thinking,沁园春,玉兰春感,超然物外,deepseek-3.2-thinking,沁园春,见玉兰有感,物外超然,0.9882,0.5000,0.4882
deepseek-3.2-thinking,沁园春,见玉兰有感,物外超然,deepseek-3.2-thinking,沁园春,白玉兰感赋,超然物外,0.9882,0.5000,0.4882
deepseek-3.2-thinking,沁园春,见玉兰有感,物外超然,deepseek-3.2-thinking,沁园春,玉兰赋,超然物外,0.9882,0.5000,0.4882
deepseek-3.2-thinking,沁园春,玉兰新悟,正冰肌玉骨,qwen3.6-plus,沁园春,玉兰见志,冰肌素萼清颜,0.8517,0.3636,0.4881
qwen3.6-plus,沁园春,见白玉兰有感,正冰肌玉骨,qwen3.6-plus,沁园春,玉兰见志,冰肌素萼清颜,0.8517,0.3636,0.4881
qwen3.6-plus,沁园春,庭前玉兰有感,正冰肌玉骨,qwen3.6-plus,沁园春,玉兰见志,冰肌素萼清颜,0.8517,0.3636,0.4881
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,玉兰咏怀,冰肌雪魄,0.8516,0.3636,0.4880
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,0.8516,0.3636,0.4880
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8516,0.3636,0.4880
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,0.8516,0.3636,0.4880
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,白玉兰感遇,冰肌雪魄,0.8516,0.3636,0.4880
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8516,0.3636,0.4880
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌雪魄,0.8516,0.3636,0.4880
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌雪魄,0.8516,0.3636,0.4880
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,雪魄冰肌照眼明,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8516,0.3636,0.4880
deepseek-3.2-thinking,沁园春,玉兰咏怀,冰肌雪魄,deepseek-3.2-thinking,沁园春,玉兰寄怀,雪魄冰肌照眼明,0.8516,0.3636,0.4880
